original_reactions,updated_reaction,mechanistic_class,mechanistic_label,data_source
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([Cl:14])[c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][n:21]3)[cH:22]2)[c:23]([Cl:24])[cH:25]1.[CH3:26][CH:27]([NH2:28])[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([Cl:14])[c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][n:21]3)[cH:22]2)[c:23]([Cl:24])[cH:25]1)[NH:28][CH:27]([CH3:26])[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1,[OH:101][C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([Cl:14])[c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][n:21]3)[cH:22]2)[c:23]([Cl:24])[cH:25]1.[CH3:26][CH:27]([NH2:28])[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([Cl:14])[c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][n:21]3)[cH:22]2)[c:23]([Cl:24])[cH:25]1)[NH:28][CH:27]([CH3:26])[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (28, 1), ([1, 2], 2), (303, 28.1), ([28.1, 28], 28), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[CH2:1][C:2]#[C:3][CH2:4][N:5]([CH3:6])[CH3:7].[NH2:8][CH2:9][CH2:10][SH:11]>>[CH2:1]([C:2]#[C:3][CH2:4][N:5]([CH3:6])[CH3:7])[S:11][CH2:10][CH2:9][NH2:8],[Cl:101][CH2:1][C:2]#[C:3][CH2:4][N:5]([CH3:6])[CH3:7].[NH2:8][CH2:9][CH2:10][SH:11].[H-:301].[Na+]>>[CH2:1]([C:2]#[C:3][CH2:4][N:5]([CH3:6])[CH3:7])[S:11][CH2:10][CH2:9][NH2:8],SN2_alcohol(thiol),"[(301, 11.1), ([11.1, 11], 11), (11, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][CH2:2][CH2:3][F:4].[OH:5][C:6]1([c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[c:16]2[F:17])[CH2:18][CH2:19][NH:20][CH2:21][CH2:22]1>>[CH2:1]([CH2:2][CH2:3][F:4])[N:20]1[CH2:19][CH2:18][C:6]([OH:5])([c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[c:16]2[F:17])[CH2:22][CH2:21]1,[OH:5][C:6]1([c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[c:16]2[F:17])[CH2:18][CH2:19][NH:20][CH2:21][CH2:22]1.[Br:101][CH2:1][CH2:2][CH2:3][F:4]>>[CH2:1]([CH2:2][CH2:3][F:4])[N:20]1[CH2:19][CH2:18][C:6]([OH:5])([c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[c:16]2[F:17])[CH2:22][CH2:21]1,SN2,"[(20, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][c:2]1[cH:3][cH:4][cH:5][s:6]1.[CH3:7][CH2:8][CH2:9][CH2:10][N:11]1[C:12](=[O:13])[CH2:14][NH:15][C:16]1=[O:17]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][s:6]1)=[C:14]1[C:12](=[O:13])[N:11]([CH2:10][CH2:9][CH2:8][CH3:7])[C:16](=[O:17])[NH:15]1,[CH3:7][CH2:8][CH2:9][CH2:10][N:11]1[C:12](=[O:13])[CH2:14][NH:15][C:16]1=[O:17].[O:101]=[CH:1][c:2]1[cH:3][cH:4][cH:5][s:6]1.[OH-:301]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][s:6]1)=[C:14]1[C:12](=[O:13])[N:11]([CH2:10][CH2:9][CH2:8][CH3:7])[C:16](=[O:17])[NH:15]1,aldol_condensation,"[(301, 14.1), ([14.1, 14], [14, 12]), ([12, 13], 13), (13, [13, 12]), ([12, 14], 1), ([1, 101], 101), (101, 301.1), ([301.1, 301], 301), (301, 14.1), ([14.1, 14], [14, 12]), ([12, 13], 13), (13, [13, 12]), ([12, 14], [14, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CC(=O)[O:1][CH2:2][c:3]1[c:4](-[c:5]2[cH:6][n:7]([CH3:8])[c:9](=[O:10])[c:11]([NH:12][c:13]3[cH:14][cH:15][c:16]([N:17]4[CH2:18][CH2:19][N:20]([CH:21]5[CH2:22][O:23][CH2:24]5)[CH2:25][C@@H:26]4[CH3:27])[cH:28][n:29]3)[cH:30]2)[cH:31][c:32]([F:33])[cH:34][c:35]1-[n:36]1[n:37][cH:38][c:39]2[c:40]([s:41][c:42]3[c:43]2[CH2:44][CH2:45][CH2:46][CH2:47]3)[c:48]1=[O:49]>>[OH:1][CH2:2][c:3]1[c:4](-[c:5]2[cH:6][n:7]([CH3:8])[c:9](=[O:10])[c:11]([NH:12][c:13]3[cH:14][cH:15][c:16]([N:17]4[CH2:18][CH2:19][N:20]([CH:21]5[CH2:22][O:23][CH2:24]5)[CH2:25][C@@H:26]4[CH3:27])[cH:28][n:29]3)[cH:30]2)[cH:31][c:32]([F:33])[cH:34][c:35]1-[n:36]1[n:37][cH:38][c:39]2[c:40]([s:41][c:42]3[c:43]2[CH2:44][CH2:45][CH2:46][CH2:47]3)[c:48]1=[O:49],C[C:101](=[O:201])[O:1][CH2:2][c:3]1[c:4](-[c:5]2[cH:6][n:7]([CH3:8])[c:9](=[O:10])[c:11]([NH:12][c:13]3[cH:14][cH:15][c:16]([N:17]4[CH2:18][CH2:19][N:20]([CH:21]5[CH2:22][O:23][CH2:24]5)[CH2:25][C@@H:26]4[CH3:27])[cH:28][n:29]3)[cH:30]2)[cH:31][c:32]([F:33])[cH:34][c:35]1-[n:36]1[n:37][cH:38][c:39]2[c:40]([s:41][c:42]3[c:43]2[CH2:44][CH2:45][CH2:46][CH2:47]3)[c:48]1=[O:49].[OH-:301].[OH-:302]>>[OH:1][CH2:2][c:3]1[c:4](-[c:5]2[cH:6][n:7]([CH3:8])[c:9](=[O:10])[c:11]([NH:12][c:13]3[cH:14][cH:15][c:16]([N:17]4[CH2:18][CH2:19][N:20]([CH:21]5[CH2:22][O:23][CH2:24]5)[CH2:25][C@@H:26]4[CH3:27])[cH:28][n:29]3)[cH:30]2)[cH:31][c:32]([F:33])[cH:34][c:35]1-[n:36]1[n:37][cH:38][c:39]2[c:40]([s:41][c:42]3[c:43]2[CH2:44][CH2:45][CH2:46][CH2:47]3)[c:48]1=[O:49],base_cat_ester_hydrolysis,"[(301, 101), ([101, 201], 201), (201, [201, 101]), ([101, 1], 1), (302, 301.1), ([301.1, 301], 301)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][C:2]#[N:3].[CH3:4][N:5]([CH3:6])[CH2:7][CH2:8][N:9]1[CH2:10][CH2:11][NH:12][CH2:13][CH2:14]1>>[CH2:1]([C:2]#[N:3])[N:12]1[CH2:11][CH2:10][N:9]([CH2:8][CH2:7][N:5]([CH3:4])[CH3:6])[CH2:14][CH2:13]1,[CH3:4][N:5]([CH3:6])[CH2:7][CH2:8][N:9]1[CH2:10][CH2:11][NH:12][CH2:13][CH2:14]1.[Br:101][CH2:1][C:2]#[N:3]>>[CH2:1]([C:2]#[N:3])[N:12]1[CH2:11][CH2:10][N:9]([CH2:8][CH2:7][N:5]([CH3:4])[CH3:6])[CH2:14][CH2:13]1,SN2,"[(12, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[C:1]([CH3:2])[CH:3](Br)[c:4]1[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]1.[NH2:13][C:12]([NH2:11])=[S:14]>>[c:1]1([CH3:2])[c:3](-[c:4]2[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]2)[s:14][c:12]([NH2:13])[n:11]1,[O:101]=[C:1]([CH3:2])[CH:3]([Br:102])[c:4]1[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]1.[NH2:11][C:12]([NH2:13])=[S:14]>>[c:1]1([CH3:2])[c:3](-[c:4]2[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]2)[s:14][c:12]([NH2:13])[n:11]1,Hantzsch_thiazole_synthesis,"[(11, [11, 12]), ([12, 14], 3), ([3, 102], 102), (102, 11.1), ([11.1, 11], 11), (101, 102.1), ([102.1, 102], 102), (11, 1), ([1, 101], 101), (102, 11.1), ([11.1, 11], 11), (101, 102.1), ([102.1, 102], 102), (102, 3.1), ([3.1, 3], [3, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](/[CH:2]=[CH:3]/[CH2:4][N:5]([CH:6]([CH3:7])[CH3:8])[CH3:9])=[O:10].[Cl:11][c:12]1[cH:13][cH:14][c:15]([NH:16][c:17]2[n:18][cH:19][n:20][c:21]3[o:22][c:23]4[c:24]([c:25]23)[CH2:26][CH2:27][NH:28][CH2:29]4)[cH:30][c:31]1[Cl:32]>>[C:1](/[CH:2]=[CH:3]/[CH2:4][N:5]([CH:6]([CH3:7])[CH3:8])[CH3:9])(=[O:10])[N:28]1[CH2:27][CH2:26][c:24]2[c:23]([o:22][c:21]3[n:20][cH:19][n:18][c:17]([NH:16][c:15]4[cH:14][cH:13][c:12]([Cl:11])[c:31]([Cl:32])[cH:30]4)[c:25]23)[CH2:29]1,[Cl:11][c:12]1[cH:13][cH:14][c:15]([NH:16][c:17]2[n:18][cH:19][n:20][c:21]3[o:22][c:23]4[c:24]([c:25]23)[CH2:26][CH2:27][NH:28][CH2:29]4)[cH:30][c:31]1[Cl:32].[OH:101][C:1](/[CH:2]=[CH:3]/[CH2:4][N:5]([CH:6]([CH3:7])[CH3:8])[CH3:9])=[O:10].[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](/[CH:2]=[CH:3]/[CH2:4][N:5]([CH:6]([CH3:7])[CH3:8])[CH3:9])(=[O:10])[N:28]1[CH2:27][CH2:26][c:24]2[c:23]([o:22][c:21]3[n:20][cH:19][n:18][c:17]([NH:16][c:15]4[cH:14][cH:13][c:12]([Cl:11])[c:31]([Cl:32])[cH:30]4)[c:25]23)[CH2:29]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (28, 1), ([1, 10], 10), (303, 28.1), ([28.1, 28], 28), (10, [10, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CCOP(=O)(OCC)[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1.O=[C:10]([CH3:12])[CH3:11]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1)=[C:10]([CH3:11])[CH3:12],CCO[P:101](=[O:201])(OCC)[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1.[O:102]=[C:10]([CH3:11])[CH3:12].[OH1-:301]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1)=[C:10]([CH3:11])[CH3:12],Horner_Wadsworth_Emmons,"[(301, 1.1), ([1.1, 1], 1), (1, 10), ([10, 102], 101), ([101, 201], 201), ([10, 102], [102, 101]), ([101, 1], [1, 10])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([N:5]2[C@@H:6]([CH3:7])[CH2:8][CH2:9][CH2:10]2)[CH2:11][CH2:12]1>>[NH:1]1[CH2:2][CH2:3][CH:4]([N:5]2[C@@H:6]([CH3:7])[CH2:8][CH2:9][CH2:10]2)[CH2:11][CH2:12]1,[CH3:202][C:203]([CH3:204])([CH3:205])[O:206][C:101](=[O:201])[N:1]1[CH2:2][CH2:3][CH:4]([N:5]2[C@@H:6]([CH3:7])[CH2:8][CH2:9][CH2:10]2)[CH2:11][CH2:12]1.[H+:301]>>[NH:1]1[CH2:2][CH2:3][CH:4]([N:5]2[C@@H:6]([CH3:7])[CH2:8][CH2:9][CH2:10]2)[CH2:11][CH2:12]1,Boc_deprotection,"[(201, 301), ([203, 206], [206, 101]), ([101, 201], 201), (1, 201.1), ([201.1, 201], 201), (201, [201, 101]), ([101, 1], 1), ([202.1, 202], [202, 203])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([NH:5][CH2:6][c:7]2[cH:8][cH:9][c:10](-[c:11]3[cH:12][c:13]4[cH:14][c:15]([F:16])[cH:17][c:18]([C:19]([NH2:20])=[O:21])[c:22]4[o:23]3)[cH:24][cH:25]2)[CH2:26][CH2:27]1>>[NH:1]1[CH2:2][CH2:3][CH:4]([NH:5][CH2:6][c:7]2[cH:8][cH:9][c:10](-[c:11]3[cH:12][c:13]4[cH:14][c:15]([F:16])[cH:17][c:18]([C:19]([NH2:20])=[O:21])[c:22]4[o:23]3)[cH:24][cH:25]2)[CH2:26][CH2:27]1,[CH3:202][C:203]([CH3:204])([CH3:205])[O:206][C:101](=[O:201])[N:1]1[CH2:2][CH2:3][CH:4]([NH:5][CH2:6][c:7]2[cH:8][cH:9][c:10](-[c:11]3[cH:12][c:13]4[cH:14][c:15]([F:16])[cH:17][c:18]([C:19]([NH2:20])=[O:21])[c:22]4[o:23]3)[cH:24][cH:25]2)[CH2:26][CH2:27]1.[H+:301]>>[NH:1]1[CH2:2][CH2:3][CH:4]([NH:5][CH2:6][c:7]2[cH:8][cH:9][c:10](-[c:11]3[cH:12][c:13]4[cH:14][c:15]([F:16])[cH:17][c:18]([C:19]([NH2:20])=[O:21])[c:22]4[o:23]3)[cH:24][cH:25]2)[CH2:26][CH2:27]1,Boc_deprotection,"[(201, 301), ([203, 206], [206, 101]), ([101, 201], 201), (1, 201.1), ([201.1, 201], 201), (201, [201, 101]), ([101, 1], 1), ([202.1, 202], [202, 203])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
F[c:1]1[c:2]([C:3]#[N:4])[cH:5][cH:6][cH:7][cH:8]1.[OH:9][c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]1[Cl:17]>>[c:1]1([O:9][c:10]2[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]2[Cl:17])[c:2]([C:3]#[N:4])[cH:5][cH:6][cH:7][cH:8]1,[F:101][c:1]1[c:2]([C:3]#[N:4])[cH:5][cH:6][cH:7][cH:8]1.[OH:9][c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]1[Cl:17].[H-:301].[Na+]>>[c:1]1([O:9][c:10]2[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]2[Cl:17])[c:2]([C:3]#[N:4])[cH:5][cH:6][cH:7][cH:8]1,SNAr_alco(thi)ol(ortho),"[(301, 9.1), ([9.1, 9], 9), (9, 1), ([1, 2], [2, 3]), ([3, 4], 4), (4, [4, 3]), ([3, 2], [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[CH2:1][CH2:2][N:3]([CH3:4])[CH3:5].[CH3:6][C:7]([CH3:8])([CH3:9])[O:10][C:11](=[O:12])[N:13]1[CH2:33][CH2:32][N:16]([CH2:17][c:18]2[c:19]([OH:20])[cH:21][cH:22][cH:23][c:24]2-[c:25]2[cH:26][cH:27][c:28]([Cl:29])[cH:30][cH:31]2)[CH2:15][CH2:14]1>>[CH2:1]([CH2:2][N:3]([CH3:4])[CH3:5])[O:20][c:19]1[c:18]([CH2:17][N:16]2[CH2:15][CH2:14][N:13]([C:11]([O:10][C:7]([CH3:6])([CH3:8])[CH3:9])=[O:12])[CH2:33][CH2:32]2)[c:24](-[c:25]2[cH:26][cH:27][c:28]([Cl:29])[cH:30][cH:31]2)[cH:23][cH:22][cH:21]1,[CH3:6][C:7]([CH3:8])([CH3:9])[O:10][C:11](=[O:12])[N:13]1[CH2:14][CH2:15][N:16]([CH2:17][c:18]2[c:19]([OH:20])[cH:21][cH:22][cH:23][c:24]2-[c:25]2[cH:26][cH:27][c:28]([Cl:29])[cH:30][cH:31]2)[CH2:32][CH2:33]1.[Cl:101][CH2:1][CH2:2][N:3]([CH3:4])[CH3:5].[H-:301].[Na+]>>[CH2:1]([CH2:2][N:3]([CH3:4])[CH3:5])[O:20][c:19]1[c:18]([CH2:17][N:16]2[CH2:15][CH2:14][N:13]([C:11]([O:10][C:7]([CH3:6])([CH3:8])[CH3:9])=[O:12])[CH2:33][CH2:32]2)[c:24](-[c:25]2[cH:26][cH:27][c:28]([Cl:29])[cH:30][cH:31]2)[cH:23][cH:22][cH:21]1,SN2_alcohol(thiol),"[(301, 20.1), ([20.1, 20], 20), (20, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:7][CH3:8].[CH3:4][CH2:5][N:6]([CH2:2][CH3:1])[CH2:9][CH2:10][OH:11]>>[CH3:1][CH2:2][N+:6]([CH2:5][CH3:4])([CH2:7][CH3:8])[CH2:9][CH2:10][OH:11],[CH3:1][CH2:2][N:6]([CH2:5][CH3:4])[CH2:9][CH2:10][OH:11].[Br:101][CH2:7][CH3:8]>>[CH3:1][CH2:2][N+:6]([CH2:5][CH3:4])([CH2:7][CH3:8])[CH2:9][CH2:10][OH:11],SN2,"[(6, 7), ([7, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[CH:1]([F:2])[F:3].[CH3:4][O:5][C:6](=[O:7])[c:8]1[cH:9][c:10]([OH:11])[n:12]([CH3:13])[n:14]1>>[CH:1]([F:2])([F:3])[O:11][c:10]1[cH:9][c:8]([C:6]([O:5][CH3:4])=[O:7])[n:14][n:12]1[CH3:13],[CH3:4][O:5][C:6](=[O:7])[c:8]1[cH:9][c:10]([OH:11])[n:12]([CH3:13])[n:14]1.[Cl:101][CH:1]([F:2])[F:3]>>[CH:1]([F:2])([F:3])[O:11][c:10]1[cH:9][c:8]([C:6]([O:5][CH3:4])=[O:7])[n:14][n:12]1[CH3:13],SN1,"[([1, 101], 101), (11, 1)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][C:2]([c:3]1[cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10]1)=[O:11].[O:12]=[c:13]1[n:14][cH:15][c:16]([Cl:17])[cH:18][nH:19]1>>[CH2:1]([C:2]([c:3]1[cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10]1)=[O:11])[n:19]1[c:13](=[O:12])[n:14][cH:15][c:16]([Cl:17])[cH:18]1,[Br:101][CH2:1][C:2]([c:3]1[cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10]1)=[O:11].[O:12]=[c:13]1[n:14][cH:15][c:16]([Cl:17])[cH:18][nH:19]1>>[CH2:1]([C:2]([c:3]1[cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10]1)=[O:11])[n:19]1[c:13](=[O:12])[n:14][cH:15][c:16]([Cl:17])[cH:18]1,SN2,"[(19, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][CH3:8])[o:9]1.[O:10]=[c:11]1[nH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[n:19]1[CH:20]1[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][CH3:8])[o:9]1)[N:23]1[CH2:22][CH2:21][CH:20]([n:19]2[c:11](=[O:10])[nH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[CH2:25][CH2:24]1,[O:10]=[c:11]1[nH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[n:19]1[CH:20]1[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]1.[O:101]=[CH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][CH3:8])[o:9]1.[H+:301].[BH3-:302]C#N.[Na+]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][CH3:8])[o:9]1)[N:23]1[CH2:22][CH2:21][CH:20]([n:19]2[c:11](=[O:10])[nH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[CH2:25][CH2:24]1,reductive_amination,"[(23, 1), ([1, 101], 301), (101, 23.1), ([23.1, 23], 23), (23, [23, 1]), ([1, 101], 101), ([302, 302.1], 1), ([1, 23], 23)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][CH2:2][OH:3].[CH3:4][c:5]1[c:6]2[c:7]([n:8][n:9]1-[c:10]1[n:11][n:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([O:18][CH:19]([CH3:20])[CH3:21])[c:22]([C:23]#[N:24])[cH:25]3)[s:26]1)[CH2:27][CH2:28][NH:29][CH2:30]2>>[CH2:1]([CH2:2][OH:3])[N:29]1[CH2:28][CH2:27][c:7]2[c:6]([c:5]([CH3:4])[n:9](-[c:10]3[n:11][n:12][c:13](-[c:14]4[cH:15][cH:16][c:17]([O:18][CH:19]([CH3:20])[CH3:21])[c:22]([C:23]#[N:24])[cH:25]4)[s:26]3)[n:8]2)[CH2:30]1,[CH3:4][c:5]1[c:6]2[c:7]([n:8][n:9]1-[c:10]1[n:11][n:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([O:18][CH:19]([CH3:20])[CH3:21])[c:22]([C:23]#[N:24])[cH:25]3)[s:26]1)[CH2:27][CH2:28][NH:29][CH2:30]2.[Br:101][CH2:1][CH2:2][OH:3]>>[CH2:1]([CH2:2][OH:3])[N:29]1[CH2:28][CH2:27][c:7]2[c:6]([c:5]([CH3:4])[n:9](-[c:10]3[n:11][n:12][c:13](-[c:14]4[cH:15][cH:16][c:17]([O:18][CH:19]([CH3:20])[CH3:21])[c:22]([C:23]#[N:24])[cH:25]4)[s:26]3)[n:8]2)[CH2:30]1,SN2,"[(29, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][c:2]1[c:3]([N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[n:19][cH:20][c:21]([Br:22])[cH:23]1.[CH3:24][S-:25]>>[CH2:1]([c:2]1[c:3]([N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[n:19][cH:20][c:21]([Br:22])[cH:23]1)[S:25][CH3:24],[Br:101][CH2:1][c:2]1[c:3]([N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[n:19][cH:20][c:21]([Br:22])[cH:23]1.[CH3:24][S-:25]>>[CH2:1]([c:2]1[c:3]([N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[n:19][cH:20][c:21]([Br:22])[cH:23]1)[S:25][CH3:24],SN2,"[(25, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
F[c:1]1[cH:9][cH:8][c:4]([N+:5](=[O:6])[O-:7])[cH:3][cH:2]1.[CH3:10][N:11]1[CH2:12][CH2:13][CH:14]([N:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)[CH2:21][CH2:22]1>>[c:1]1([N:18]2[CH2:17][CH2:16][N:15]([CH:14]3[CH2:13][CH2:12][N:11]([CH3:10])[CH2:22][CH2:21]3)[CH2:20][CH2:19]2)[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[cH:8][cH:9]1,[CH3:10][N:11]1[CH2:12][CH2:13][CH:14]([N:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)[CH2:21][CH2:22]1.[F:101][c:1]1[cH:2][cH:3][c:4]([N+:5](=[O:6])[OH:7])[cH:8][cH:9]1>>[c:1]1([N:18]2[CH2:17][CH2:16][N:15]([CH:14]3[CH2:13][CH2:12][N:11]([CH3:10])[CH2:22][CH2:21]3)[CH2:20][CH2:19]2)[cH:2][cH:3][c:4]([N+:5](=[O:6])[OH:7])[cH:8][cH:9]1,SNAr(para),"[(18, 1), ([1, 9], [9, 8]), ([8, 4], [4, 5]), ([5, 6], 6), (6, [6, 5]), ([5, 4], [4, 8]), ([8, 9], [9, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
